Number;Date-Time;Temp(°C);Depth(m);Salinity(psu);Conduct(mS/cm);Velocity(m/sec)
811;11.08.2022 06:00:00;7,12;-1,06;13,06;14,39;1451,24
812;11.08.2022 07:00:00;7,09;-1,12;12,84;14,15;1450,82
813;11.08.2022 08:00:00;7,12;-1,06;13,01;14,34;1451,18
814;11.08.2022 09:00:00;7,30;-1,00;13,09;14,49;1452,00
815;11.08.2022 10:00:00;7,30;-0,89;13,20;14,60;1452,13
816;11.08.2022 11:00:00;7,09;-0,83;12,96;14,27;1450,97
817;11.08.2022 12:00:00;7,05;-0,72;12,84;14,15;1450,69
818;11.08.2022 13:00:00;7,54;-0,83;12,99;14,48;1452,86
819;11.08.2022 14:00:00;7,64;-0,77;13,24;14,78;1453,59
820;11.08.2022 15:00:00;7,64;-0,66;13,37;14,91;1453,76
821;11.08.2022 16:00:00;8,02;-0,72;13,51;15,21;1455,46
822;11.08.2022 17:00:00;8,33;-0,77;13,48;15,30;1456,65
823;11.08.2022 18:00:00;8,29;-0,89;12,78;14,55;1455,63
824;11.08.2022 19:00:00;8,50;-0,89;12,51;14,35;1456,11
825;11.08.2022 20:00:00;8,23;-0,89;12,24;13,96;1454,68
826;11.08.2022 21:00:00;8,36;-0,89;12,23;14,00;1455,21
827;11.08.2022 22:00:00;8,29;-0,89;12,18;13,92;1454,87
828;11.08.2022 23:00:00;8,02;-0,77;12,24;13,89;1453,86
829;12.08.2022 00:00:00;8,19;-0,83;12,25;13,95;1454,55
830;12.08.2022 01:00:00;7,33;-0,83;12,57;13,97;1451,48
831;12.08.2022 02:00:00;7,05;-0,89;12,99;14,30;1450,87
832;12.08.2022 03:00:00;7,16;-0,94;13,05;14,40;1451,38
833;12.08.2022 04:00:00;7,19;-1,06;13,06;14,42;1451,53
834;12.08.2022 05:00:00;6,98;-1,06;13,11;14,39;1450,74
835;12.08.2022 06:00:00;7,30;-1,17;13,07;14,47;1451,96
836;12.08.2022 07:00:00;7,71;-1,23;12,98;14,54;1453,53
837;12.08.2022 08:00:00;7,33;-1,23;13,26;14,68;1452,35
838;12.08.2022 09:00:00;7,19;-1,23;13,41;14,78;1451,97
839;12.08.2022 10:00:00;7,33;-1,17;13,51;14,93;1452,66
840;12.08.2022 11:00:00;7,44;-1,06;13,69;15,16;1453,32
841;12.08.2022 12:00:00;7,64;-1,00;13,82;15,38;1454,32
842;12.08.2022 13:00:00;7,85;-0,94;13,91;15,56;1455,27
843;12.08.2022 14:00:00;8,16;-0,89;13,93;15,70;1456,52
844;12.08.2022 15:00:00;8,53;-0,89;13,97;15,89;1458,06
845;12.08.2022 16:00:00;8,90;-0,89;13,85;15,92;1459,38
846;12.08.2022 17:00:00;9,11;-0,94;13,98;16,14;1460,32
847;12.08.2022 18:00:00;8,84;-0,94;14,06;16,11;1459,37
848;12.08.2022 19:00:00;9,17;-1,00;13,80;15,98;1460,37
849;12.08.2022 20:00:00;8,53;-1,06;14,06;15,99;1458,17
850;12.08.2022 21:00:00;9,17;-1,00;13,95;16,14;1460,55
851;12.08.2022 22:00:00;9,27;-1,00;13,90;16,13;1460,88
852;12.08.2022 23:00:00;9,17;-0,94;13,74;15,92;1460,29
853;13.08.2022 00:00:00;9,11;-0,89;13,67;15,81;1459,94
854;13.08.2022 01:00:00;9,07;-0,83;13,52;15,64;1459,62
855;13.08.2022 02:00:00;8,94;-0,83;13,51;15,58;1459,09
856;13.08.2022 03:00:00;8,94;-0,83;13,48;15,54;1459,05
857;13.08.2022 04:00:00;8,90;-0,77;13,38;15,43;1458,79
858;13.08.2022 05:00:00;8,77;-1,00;13,36;15,34;1458,23
859;13.08.2022 06:00:00;8,63;-1,00;13,32;15,25;1457,65
860;13.08.2022 07:00:00;8,46;-1,06;13,21;15,07;1456,84
861;13.08.2022 08:00:00;8,40;-1,06;13,31;15,15;1456,70
862;13.08.2022 09:00:00;8,29;-1,06;13,37;15,17;1456,36
863;13.08.2022 10:00:00;8,33;-0,94;13,22;15,03;1456,32
864;13.08.2022 11:00:00;8,19;-1,00;13,13;14,88;1455,66
865;13.08.2022 12:00:00;8,09;-0,94;13,04;14,74;1455,13
866;13.08.2022 13:00:00;8,06;-0,89;12,89;14,58;1454,82
867;13.08.2022 14:00:00;8,09;-0,83;12,74;14,43;1454,76
868;13.08.2022 15:00:00;8,12;-0,89;12,56;14,26;1454,67
869;13.08.2022 16:00:00;8,23;-0,94;12,61;14,35;1455,14
870;13.08.2022 17:00:00;8,74;-0,89;11,65;13,51;1455,96
871;13.08.2022 18:00:00;8,70;-0,94;11,38;13,21;1455,49
872;13.08.2022 19:00:00;8,63;-1,00;11,29;13,10;1455,11
873;13.08.2022 20:00:00;8,57;-1,00;11,17;12,95;1454,70
874;13.08.2022 21:00:00;8,43;-0,94;11,23;12,96;1454,22
875;13.08.2022 22:00:00;8,29;-1,00;11,16;12,84;1453,59
876;13.08.2022 23:00:00;8,19;-0,94;11,19;12,84;1453,22
877;14.08.2022 00:00:00;8,02;-0,89;11,19;12,78;1452,53
878;14.08.2022 01:00:00;7,92;-0,89;11,23;12,78;1452,16
879;14.08.2022 02:00:00;7,85;-0,83;11,26;12,80;1451,94
880;14.08.2022 03:00:00;7,78;-0,77;11,17;12,68;1451,54
881;14.08.2022 04:00:00;7,64;-0,83;10,95;12,40;1450,70
882;14.08.2022 05:00:00;7,54;-0,94;10,82;12,23;1450,11
883;14.08.2022 06:00:00;7,40;-1,12;10,68;12,04;1449,37
884;14.08.2022 07:00:00;7,26;-1,17;10,68;12,00;1448,80
885;14.08.2022 08:00:00;7,19;-1,17;11,25;12,57;1449,24
886;14.08.2022 09:00:00;7,12;-1,12;11,23;12,52;1448,92
887;14.08.2022 10:00:00;7,09;-1,12;11,44;12,73;1449,05
888;14.08.2022 11:00:00;7,16;-1,12;11,50;12,81;1449,40
889;14.08.2022 12:00:00;7,16;-1,06;11,50;12,82;1449,42
890;14.08.2022 13:00:00;7,05;-1,17;11,87;13,15;1449,44
891;14.08.2022 14:00:00;6,95;-1,06;12,01;13,26;1449,20
892;14.08.2022 15:00:00;6,91;-1,06;12,04;13,28;1449,09
893;14.08.2022 16:00:00;6,81;-1,06;12,07;13,27;1448,69
894;14.08.2022 17:00:00;6,74;-1,06;12,17;13,35;1448,53
895;14.08.2022 18:00:00;6,70;-1,06;12,34;13,51;1448,60
896;14.08.2022 19:00:00;6,63;-1,06;12,43;13,58;1448,43
897;14.08.2022 20:00:00;6,60;-1,23;12,32;13,45;1448,13
898;14.08.2022 21:00:00;6,53;-1,23;12,14;13,24;1447,61
899;14.08.2022 22:00:00;6,42;-1,12;12,03;13,10;1447,03
900;14.08.2022 23:00:00;6,35;-1,17;11,96;13,00;1446,65
901;15.08.2022 00:00:00;6,32;-1,12;11,88;12,91;1446,40
902;15.08.2022 01:00:00;6,21;-1,12;11,75;12,74;1445,79
903;15.08.2022 02:00:00;6,17;-1,06;12,03;13,00;1445,99
904;15.08.2022 03:00:00;6,21;-1,06;11,98;12,97;1446,08
905;15.08.2022 04:00:00;6,14;-1,00;11,81;12,77;1445,56
906;15.08.2022 05:00:00;6,10;-1,12;12,00;12,96;1445,66
907;15.08.2022 06:00:00;6,21;-1,12;11,59;12,58;1445,59
908;15.08.2022 07:00:00;6,21;-1,23;10,75;11,73;1444,51
909;15.08.2022 08:00:00;6,14;-1,23;10,44;11,40;1443,81
910;15.08.2022 09:00:00;6,14;-1,29;10,08;11,03;1443,35
911;15.08.2022 10:00:00;6,17;-1,34;9,86;10,82;1443,22
912;15.08.2022 11:00:00;6,21;-1,40;9,72;10,69;1443,19
913;15.08.2022 12:00:00;6,32;-1,29;9,64;10,64;1443,54
914;15.08.2022 13:00:00;6,49;-1,23;9,58;10,62;1444,20
915;15.08.2022 14:00:00;6,70;-1,17;9,55;10,65;1445,05
916;15.08.2022 15:00:00;6,98;-1,12;9,26;10,43;1445,85
917;15.08.2022 16:00:00;7,12;-1,17;0,00;0,00;1434,70
918;15.08.2022 17:00:00;7,19;-1,12;0,00;0,00;1434,99
919;15.08.2022 18:00:00;7,19;-1,17;0,00;0,00;1434,99
920;15.08.2022 19:00:00;7,19;-1,29;0,00;0,00;1434,99
921;15.08.2022 20:00:00;7,12;-1,29;0,00;0,00;1434,70
922;15.08.2022 21:00:00;7,05;-1,29;0,00;0,00;1434,40
923;15.08.2022 22:00:00;6,91;-1,29;0,00;0,00;1433,81
924;15.08.2022 23:00:00;6,84;-1,17;0,00;0,00;1433,51
925;16.08.2022 00:00:00;6,70;-1,17;0,00;0,00;1432,91
926;16.08.2022 01:00:00;6,67;-1,17;0,00;0,00;1432,76
927;16.08.2022 02:00:00;6,67;-1,06;0,00;0,00;1432,77
928;16.08.2022 03:00:00;6,81;-1,06;0,00;0,00;1433,37
929;16.08.2022 04:00:00;6,84;-1,06;0,00;0,00;1433,51
930;16.08.2022 05:00:00;6,91;-1,12;0,00;0,00;1433,81
931;16.08.2022 06:00:00;6,88;-1,12;0,00;0,00;1433,66
932;16.08.2022 07:00:00;6,84;-1,17;0,00;0,00;1433,51
933;16.08.2022 08:00:00;6,84;-1,17;1,57;1,97;1435,50
934;16.08.2022 09:00:00;6,95;-1,29;7,08;8,12;1442,93
935;16.08.2022 10:00:00;6,98;-1,23;7,78;8,88;1443,98
936;16.08.2022 11:00:00;6,98;-1,29;8,63;9,78;1445,05
937;16.08.2022 12:00:00;6,91;-1,23;9,10;10,25;1445,36
938;16.08.2022 13:00:00;7,19;-1,23;9,38;10,61;1446,86
939;16.08.2022 14:00:00;7,40;-1,17;9,47;10,77;1447,84
940;16.08.2022 15:00:00;7,85;-1,17;9,53;10,96;1449,74
941;16.08.2022 16:00:00;7,99;-1,12;9,38;10,85;1450,12
942;16.08.2022 17:00:00;8,06;-1,17;9,34;10,83;1450,35
943;16.08.2022 18:00:00;8,06;-1,17;9,40;10,88;1450,41
944;16.08.2022 19:00:00;7,99;-1,17;9,01;10,44;1449,64
945;16.08.2022 20:00:00;7,88;-1,34;8,68;10,06;1448,81
946;16.08.2022 21:00:00;7,78;-1,34;8,36;9,69;1447,99
947;16.08.2022 22:00:00;7,64;-1,23;8,00;9,27;1446,97
948;16.08.2022 23:00:00;7,51;-1,23;7,55;8,76;1445,84
949;17.08.2022 00:00:00;7,37;-1,17;7,29;8,44;1444,94
950;17.08.2022 01:00:00;7,19;-1,29;6,66;7,73;1443,43
951;17.08.2022 02:00:00;7,05;-1,12;5,82;6,78;1441,77
952;17.08.2022 03:00:00;6,91;-1,06;5,34;6,24;1440,59
953;17.08.2022 04:00:00;6,84;-1,06;4,49;5,29;1439,21
954;17.08.2022 05:00:00;6,70;-0,94;4,05;4,79;1438,07
955;17.08.2022 06:00:00;6,63;-1,00;1,94;2,39;1435,08
956;17.08.2022 07:00:00;6,53;-1,17;1,05;1,33;1433,49
957;17.08.2022 08:00:00;6,46;-1,12;0,19;0,26;1432,10
958;17.08.2022 09:00:00;6,42;-1,17;4,57;5,32;1437,53
959;17.08.2022 10:00:00;6,39;-1,29;6,18;7,05;1439,42
960;17.08.2022 11:00:00;6,46;-1,23;6,95;7,88;1440,71
961;17.08.2022 12:00:00;6,56;-1,29;7,89;8,89;1442,35
962;17.08.2022 13:00:00;6,70;-1,12;7,03;8,01;1441,84
963;17.08.2022 14:00:00;6,77;-1,17;6,63;7,61;1441,64
964;17.08.2022 15:00:00;6,77;-1,29;6,26;7,21;1441,16
965;17.08.2022 16:00:00;6,81;-1,23;5,65;6,56;1440,53
966;17.08.2022 17:00:00;6,77;-1,23;3,53;4,22;1437,69
967;17.08.2022 18:00:00;6,74;-1,29;2,09;2,57;1435,72
968;17.08.2022 19:00:00;6,67;-1,29;0,96;1,22;1433,97
969;17.08.2022 20:00:00;6,56;-1,34;0,00;0,00;1432,31
970;17.08.2022 21:00:00;6,42;-1,40;0,00;0,00;1431,70
971;17.08.2022 22:00:00;6,32;-1,40;0,00;0,00;1431,25
972;17.08.2022 23:00:00;6,21;-1,40;0,00;0,00;1430,79
973;18.08.2022 00:00:00;6,07;-1,40;0,00;0,00;1430,17
974;18.08.2022 01:00:00;5,92;-1,34;0,00;0,00;1429,55
975;18.08.2022 02:00:00;5,82;-1,34;0,00;0,00;1429,09
976;18.08.2022 03:00:00;5,89;-1,29;0,00;0,00;1429,40
977;18.08.2022 04:00:00;5,78;-1,29;0,00;0,00;1428,93
978;18.08.2022 05:00:00;5,64;-1,23;0,00;0,00;1428,31
979;18.08.2022 06:00:00;5,60;-1,23;0,00;0,00;1428,15
980;18.08.2022 07:00:00;5,49;-1,29;0,00;0,00;1427,67
981;18.08.2022 08:00:00;5,57;-1,23;0,00;0,00;1427,99
982;18.08.2022 09:00:00;5,42;-1,29;0,00;0,00;1427,36
983;18.08.2022 10:00:00;5,39;-1,40;0,00;0,00;1427,20
984;18.08.2022 11:00:00;5,53;-1,40;0,00;0,00;1427,83
985;18.08.2022 12:00:00;5,71;-1,34;0,00;0,00;1428,62
986;18.08.2022 13:00:00;5,85;-1,34;0,00;0,00;1429,24
987;18.08.2022 14:00:00;5,96;-1,34;0,00;0,00;1429,71
988;18.08.2022 15:00:00;6,21;-1,40;0,00;0,00;1430,79
989;18.08.2022 16:00:00;6,42;-1,34;0,00;0,00;1431,70
990;18.08.2022 17:00:00;6,42;-1,34;0,00;0,00;1431,70
991;18.08.2022 18:00:00;6,42;-1,23;0,00;0,00;1431,70
992;18.08.2022 19:00:00;6,49;-1,34;0,00;0,00;1432,01
993;18.08.2022 20:00:00;6,56;-1,40;0,00;0,00;1432,31
994;18.08.2022 21:00:00;6,46;-1,40;0,00;0,00;1431,85
995;18.08.2022 22:00:00;6,32;-1,40;0,00;0,00;1431,25
996;18.08.2022 23:00:00;6,17;-1,40;0,00;0,00;1430,63
997;19.08.2022 00:00:00;6,10;-1,34;0,00;0,00;1430,33
998;19.08.2022 01:00:00;6,07;-1,34;0,00;0,00;1430,17
999;19.08.2022 02:00:00;5,96;-1,34;0,00;0,00;1429,71
1000;19.08.2022 03:00:00;5,89;-1,23;0,00;0,00;1429,40
1001;19.08.2022 04:00:00;5,82;-1,17;0,00;0,00;1429,09
1002;19.08.2022 05:00:00;5,78;-1,23;0,00;0,00;1428,93
1003;19.08.2022 06:00:00;5,75;-1,17;0,00;0,00;1428,78
1004;19.08.2022 07:00:00;5,67;-1,12;0,00;0,00;1428,46
1005;19.08.2022 08:00:00;5,75;-1,06;0,00;0,00;1428,78
1006;19.08.2022 09:00:00;5,75;-1,17;0,00;0,00;1428,78
1007;19.08.2022 10:00:00;5,85;-1,17;0,00;0,00;1429,24
1008;19.08.2022 11:00:00;6,17;-1,17;0,00;0,00;1430,64
1009;19.08.2022 12:00:00;6,35;-1,17;0,00;0,00;1431,40
1010;19.08.2022 13:00:00;6,63;-1,17;0,00;0,00;1432,61
1011;19.08.2022 14:00:00;6,84;-1,12;0,00;0,00;1433,51
1012;19.08.2022 15:00:00;7,05;-1,06;0,00;0,00;1434,41
1013;19.08.2022 16:00:00;7,30;-1,12;0,00;0,00;1435,43
1014;19.08.2022 17:00:00;7,40;-1,06;0,00;0,00;1435,87
1015;19.08.2022 18:00:00;7,44;-1,06;0,00;0,00;1436,02
1016;19.08.2022 19:00:00;7,44;-1,06;0,00;0,00;1436,02
1017;19.08.2022 20:00:00;7,37;-1,06;0,00;0,00;1435,73
1018;19.08.2022 21:00:00;7,33;-1,06;0,00;0,00;1435,58
1019;19.08.2022 22:00:00;7,16;-1,12;0,00;0,00;1434,85
1020;19.08.2022 23:00:00;7,19;-1,12;0,00;0,00;1434,99
1021;20.08.2022 00:00:00;7,02;-1,12;0,00;0,00;1434,26
1022;20.08.2022 01:00:00;6,84;-1,12;0,00;0,00;1433,51
1023;20.08.2022 02:00:00;6,77;-1,12;0,00;0,00;1433,21
1024;20.08.2022 03:00:00;6,70;-1,12;0,00;0,00;1432,92
1025;20.08.2022 04:00:00;6,63;-1,00;0,00;0,00;1432,62
1026;20.08.2022 05:00:00;6,53;-1,00;0,00;0,00;1432,16
1027;20.08.2022 06:00:00;6,46;-1,00;0,00;0,00;1431,86
1028;20.08.2022 07:00:00;6,39;-0,94;0,00;0,00;1431,56
1029;20.08.2022 08:00:00;6,32;-0,94;0,00;0,00;1431,25
1030;20.08.2022 09:00:00;6,24;-1,00;0,00;0,00;1430,95
1031;20.08.2022 10:00:00;6,21;-1,00;0,00;0,00;1430,79
1032;20.08.2022 11:00:00;6,21;-1,06;0,00;0,00;1430,79
1033;20.08.2022 12:00:00;6,24;-1,06;0,00;0,00;1430,95
1034;20.08.2022 13:00:00;6,24;-1,06;0,00;0,00;1430,95
1035;20.08.2022 14:00:00;6,28;-1,06;0,00;0,00;1431,10
1036;20.08.2022 15:00:00;6,39;-1,06;0,00;0,00;1431,56
1037;20.08.2022 16:00:00;6,49;-1,06;0,00;0,00;1432,01
1038;20.08.2022 17:00:00;6,49;-1,06;0,00;0,00;1432,01
1039;20.08.2022 18:00:00;6,46;-1,06;0,00;0,00;1431,86
1040;20.08.2022 19:00:00;6,39;-1,12;0,00;0,00;1431,55
1041;20.08.2022 20:00:00;6,39;-1,12;0,00;0,00;1431,55
1042;20.08.2022 21:00:00;6,24;-1,12;0,00;0,00;1430,94
1043;20.08.2022 22:00:00;6,14;-1,17;0,00;0,00;1430,48
1044;20.08.2022 23:00:00;5,92;-1,17;0,00;0,00;1429,56
1045;21.08.2022 00:00:00;5,82;-1,23;0,00;0,00;1429,09
1046;21.08.2022 01:00:00;5,64;-1,29;0,00;0,00;1428,30
1047;21.08.2022 02:00:00;5,53;-1,17;0,00;0,00;1427,83
1048;21.08.2022 03:00:00;5,39;-1,17;0,00;0,00;1427,20
1049;21.08.2022 04:00:00;5,35;-1,12;0,00;0,00;1427,04
1050;21.08.2022 05:00:00;5,20;-1,06;0,00;0,00;1426,40
1051;21.08.2022 06:00:00;5,13;-1,12;0,00;0,00;1426,08
1052;21.08.2022 07:00:00;4,95;-1,17;0,00;0,00;1425,27
1053;21.08.2022 08:00:00;4,84;-1,12;0,00;0,00;1424,79
1054;21.08.2022 09:00:00;4,99;-1,06;0,00;0,00;1425,44
1055;21.08.2022 10:00:00;5,06;-1,06;0,00;0,00;1425,76
1056;21.08.2022 11:00:00;4,99;-1,17;0,00;0,00;1425,44
1057;21.08.2022 12:00:00;5,28;-1,12;0,00;0,00;1426,72
1058;21.08.2022 13:00:00;5,39;-1,17;0,00;0,00;1427,20
1059;21.08.2022 14:00:00;5,49;-1,23;0,00;0,00;1427,67
1060;21.08.2022 15:00:00;5,64;-1,17;0,00;0,00;1428,31
1061;21.08.2022 16:00:00;5,82;-1,17;0,00;0,00;1429,09
1062;21.08.2022 17:00:00;5,85;-1,17;0,00;0,00;1429,24
1063;21.08.2022 18:00:00;5,78;-1,17;0,00;0,00;1428,93
1064;21.08.2022 19:00:00;5,71;-1,12;0,00;0,00;1428,62
1065;21.08.2022 20:00:00;5,53;-1,17;0,00;0,00;1427,83
1066;21.08.2022 21:00:00;5,35;-1,12;0,00;0,00;1427,04
1067;21.08.2022 22:00:00;5,13;-1,17;0,00;0,00;1426,08
1068;21.08.2022 23:00:00;4,99;-1,06;0,00;0,00;1425,44
1069;22.08.2022 00:00:00;4,73;-1,17;0,00;0,00;1424,30
1070;22.08.2022 01:00:00;4,58;-1,17;0,00;0,00;1423,64
1071;22.08.2022 02:00:00;4,33;-1,29;0,00;0,00;1422,48
1072;22.08.2022 03:00:00;4,18;-1,23;0,00;0,00;1421,81
1073;22.08.2022 04:00:00;4,03;-1,29;0,00;0,00;1421,14
1074;22.08.2022 05:00:00;3,84;-1,17;0,00;0,00;1420,29
1075;22.08.2022 06:00:00;3,66;-1,17;0,00;0,00;1419,44
1076;22.08.2022 07:00:00;3,69;-1,23;0,00;0,00;1419,61
1077;22.08.2022 08:00:00;3,69;-1,29;0,00;0,00;1419,61
1078;22.08.2022 09:00:00;3,84;-1,23;0,00;0,00;1420,29
1079;22.08.2022 10:00:00;3,81;-1,12;0,00;0,00;1420,12
1080;22.08.2022 11:00:00;4,10;-1,17;0,00;0,00;1421,48
1081;22.08.2022 12:00:00;4,03;-1,23;0,00;0,00;1421,14
1082;22.08.2022 13:00:00;4,14;-1,29;0,00;0,00;1421,64
1083;22.08.2022 14:00:00;4,14;-1,29;0,00;0,00;1421,64
1084;22.08.2022 15:00:00;4,10;-1,40;0,00;0,00;1421,47
1085;22.08.2022 16:00:00;3,99;-1,29;0,00;0,00;1420,97
1086;22.08.2022 17:00:00;4,07;-1,23;0,00;0,00;1421,31
1087;22.08.2022 18:00:00;4,07;-1,34;0,00;0,00;1421,31
1088;22.08.2022 19:00:00;4,14;-1,34;0,00;0,00;1421,64
1089;22.08.2022 20:00:00;4,21;-1,34;0,00;0,00;1421,98
1090;22.08.2022 21:00:00;4,33;-1,29;0,00;0,00;1422,48
1091;22.08.2022 22:00:00;4,29;-1,29;0,00;0,00;1422,31
1092;22.08.2022 23:00:00;4,18;-1,34;0,00;0,00;1421,81
1093;23.08.2022 00:00:00;4,18;-1,40;0,00;0,00;1421,81
1094;23.08.2022 01:00:00;4,03;-1,46;0,00;0,00;1421,14
1095;23.08.2022 02:00:00;3,92;-1,51;0,00;0,00;1420,63
1096;23.08.2022 03:00:00;3,77;-1,40;0,00;0,00;1419,95
1097;23.08.2022 04:00:00;3,66;-1,57;0,00;0,00;1419,43
1098;23.08.2022 05:00:00;3,47;-1,51;0,00;0,00;1418,57
1099;23.08.2022 06:00:00;3,43;-1,51;0,00;0,00;1418,40
1100;23.08.2022 07:00:00;3,51;-1,40;0,00;0,00;1418,75
1101;23.08.2022 08:00:00;3,51;-1,40;0,00;0,00;1418,75
1102;23.08.2022 09:00:00;3,28;-1,68;0,00;0,00;1417,70
1103;23.08.2022 10:00:00;8,23;-1,68;0,00;0,00;1439,30
1104;23.08.2022 11:00:00;14,23;-1,74;0,01;0,00;1462,41
1105;23.08.2022 12:00:00;21,59;-1,85;0,01;0,00;1486,57
1106;23.08.2022 13:00:00;23,96;-1,80;0,01;0,00;1493,45
1107;23.08.2022 14:00:00;20,62;-1,51;0,01;0,00;1483,63
1108;23.08.2022 15:00:00;19,11;-1,57;0,01;0,00;1478,92
1109;23.08.2022 16:00:00;18,18;-1,57;0,01;0,00;1475,94
1110;23.08.2022 17:00:00;16,23;-1,57;0,01;0,00;1469,41
1111;23.08.2022 18:00:00;16,95;-1,51;0,01;0,00;1471,87
1112;23.08.2022 19:00:00;18,24;-1,57;0,01;0,00;1476,14
1113;23.08.2022 20:00:00;16,71;-1,63;0,01;0,00;1471,05
1114;23.08.2022 21:00:00;14,88;-1,57;0,01;0,00;1464,73
1115;23.08.2022 22:00:00;14,26;-1,57;0,01;0,00;1462,53
1116;23.08.2022 23:00:00;13,38;-1,51;0,01;0,00;1459,36
1117;24.08.2022 00:00:00;12,31;-1,51;0,01;0,00;1455,37
1118;24.08.2022 01:00:00;11,51;-1,51;0,01;0,00;1452,34
1119;24.08.2022 02:00:00;11,05;-1,40;0,01;0,00;1450,60
1120;24.08.2022 03:00:00;10,83;-1,46;0,01;0,00;1449,71
1121;24.08.2022 04:00:00;10,63;-1,51;0,01;0,00;1448,95
1122;24.08.2022 05:00:00;10,37;-1,46;0,01;0,00;1447,92
1123;24.08.2022 06:00:00;12,47;-1,34;0,01;0,00;1455,97
1124;24.08.2022 07:00:00;14,10;-1,40;0,01;0,00;1461,97
1125;24.08.2022 08:00:00;15,89;-1,46;0,01;0,00;1468,26
1126;24.08.2022 09:00:00;19,49;-1,57;0,01;0,00;1480,14
1127;24.08.2022 10:00:00;19,82;-1,57;0,01;0,00;1481,16
1128;24.08.2022 11:00:00;22,99;-1,63;0,01;0,00;1490,70
1129;24.08.2022 12:00:00;22,26;-1,57;0,01;0,00;1488,57
1130;24.08.2022 13:00:00;21,18;-1,51;0,01;0,00;1485,34
