Number;Date-Time;Temp(°C);Depth(m);Salinity(psu);Conduct(mS/cm);Velocity(m/sec)
763;09.08.2022 03:00:00;5,88;-2,81;14,04;14,88;1447,29
764;09.08.2022 04:00:00;5,63;-2,87;13,54;14,29;1445,59
765;09.08.2022 05:00:00;5,84;-2,81;13,78;14,61;1446,80
766;09.08.2022 06:00:00;5,98;-2,75;13,84;14,72;1447,48
767;09.08.2022 07:00:00;5,91;-2,69;13,55;14,41;1446,81
768;09.08.2022 08:00:00;5,81;-2,69;13,07;13,90;1445,74
769;09.08.2022 09:00:00;5,95;-2,64;12,86;13,75;1446,08
770;09.08.2022 10:00:00;5,98;-2,52;12,98;13,88;1446,38
771;09.08.2022 11:00:00;5,91;-2,46;13,19;14,06;1446,35
772;09.08.2022 12:00:00;6,02;-2,40;13,56;14,46;1447,27
773;09.08.2022 13:00:00;6,16;-2,40;13,78;14,74;1448,15
774;09.08.2022 14:00:00;6,37;-2,34;14,04;15,09;1449,38
775;09.08.2022 15:00:00;6,02;-2,46;14,89;15,76;1448,97
776;09.08.2022 16:00:00;6,09;-2,46;14,96;15,87;1449,37
777;09.08.2022 17:00:00;6,23;-2,46;14,91;15,88;1449,89
778;09.08.2022 18:00:00;6,41;-2,46;14,83;15,87;1450,52
779;09.08.2022 19:00:00;6,51;-2,52;14,97;16,06;1451,14
780;09.08.2022 20:00:00;6,48;-2,52;15,19;16,27;1451,28
781;09.08.2022 21:00:00;6,34;-2,40;15,31;16,31;1450,84
782;09.08.2022 22:00:00;6,30;-2,40;15,43;16,42;1450,85
783;09.08.2022 23:00:00;6,34;-2,46;15,26;16,27;1450,78
784;10.08.2022 00:00:00;6,30;-2,40;15,11;16,11;1450,44
785;10.08.2022 01:00:00;6,23;-2,40;15,16;16,12;1450,21
786;10.08.2022 02:00:00;6,27;-2,40;15,23;16,21;1450,45
787;10.08.2022 03:00:00;6,27;-2,46;15,15;16,13;1450,35
788;10.08.2022 04:00:00;6,20;-2,52;14,68;15,64;1449,45
789;10.08.2022 05:00:00;6,20;-2,46;14,38;15,34;1449,06
790;10.08.2022 06:00:00;6,20;-2,46;14,23;15,19;1448,87
791;10.08.2022 07:00:00;6,20;-2,40;14,10;15,07;1448,71
792;10.08.2022 08:00:00;6,30;-2,34;13,63;14,64;1448,55
793;10.08.2022 09:00:00;6,34;-2,34;12,10;13,13;1446,75
794;10.08.2022 10:00:00;6,41;-2,29;10,82;11,87;1445,42
795;10.08.2022 11:00:00;6,44;-2,23;10,83;11,89;1445,57
796;10.08.2022 12:00:00;6,44;-2,29;12,23;13,30;1447,35
797;10.08.2022 13:00:00;6,65;-2,17;12,39;13,54;1448,44
798;10.08.2022 14:00:00;6,86;-2,23;12,72;13,95;1449,72
799;10.08.2022 15:00:00;7,07;-2,23;12,08;13,37;1449,77
800;10.08.2022 16:00:00;7,42;-2,29;10,95;12,33;1449,76
801;10.08.2022 17:00:00;7,52;-2,34;10,60;12,00;1449,75
802;10.08.2022 18:00:00;7,63;-2,34;10,48;11,91;1450,02
803;10.08.2022 19:00:00;7,83;-2,40;10,73;12,23;1451,17
804;10.08.2022 20:00:00;7,83;-2,40;10,76;12,26;1451,20
805;10.08.2022 21:00:00;7,80;-2,46;10,85;12,35;1451,18
806;10.08.2022 22:00:00;7,70;-2,40;10,84;12,30;1450,75
807;10.08.2022 23:00:00;7,70;-2,40;10,76;12,23;1450,65
808;11.08.2022 00:00:00;7,70;-2,34;10,78;12,24;1450,68
809;11.08.2022 01:00:00;7,56;-2,29;10,81;12,23;1450,16
810;11.08.2022 02:00:00;7,63;-2,29;10,89;12,33;1450,53
811;11.08.2022 03:00:00;7,76;-2,34;10,93;12,42;1451,14
812;11.08.2022 04:00:00;7,87;-2,34;11,08;12,62;1451,75
813;11.08.2022 05:00:00;7,66;-2,34;10,78;12,24;1450,54
814;11.08.2022 06:00:00;7,73;-2,40;10,78;12,25;1450,81
815;11.08.2022 07:00:00;7,70;-2,40;10,73;12,19;1450,62
816;11.08.2022 08:00:00;7,76;-2,40;10,91;12,41;1451,12
817;11.08.2022 09:00:00;7,76;-2,34;11,16;12,66;1451,43
818;11.08.2022 10:00:00;7,70;-2,29;11,13;12,61;1451,12
819;11.08.2022 11:00:00;7,76;-2,23;11,00;12,49;1451,23
820;11.08.2022 12:00:00;7,90;-2,11;11,01;12,55;1451,80
821;11.08.2022 13:00:00;8,00;-2,05;10,85;12,41;1452,01
822;11.08.2022 14:00:00;8,04;-2,11;11,18;12,78;1452,57
823;11.08.2022 15:00:00;8,31;-2,00;11,28;12,98;1453,79
824;11.08.2022 16:00:00;8,48;-2,05;10,97;12,70;1454,07
825;11.08.2022 17:00:00;8,82;-2,05;11,40;13,27;1455,96
826;11.08.2022 18:00:00;9,12;-2,11;11,33;13,31;1457,06
827;11.08.2022 19:00:00;9,02;-2,17;11,00;12,91;1456,25
828;11.08.2022 20:00:00;8,85;-2,11;10,60;12,42;1455,09
829;11.08.2022 21:00:00;8,89;-2,17;10,14;11,93;1454,64
830;11.08.2022 22:00:00;9,19;-2,11;10,03;11,90;1455,70
831;11.08.2022 23:00:00;9,05;-2,17;9,97;11,80;1455,10
832;12.08.2022 00:00:00;8,99;-2,11;10,06;11,88;1454,94
833;12.08.2022 01:00:00;8,92;-2,17;10,14;11,94;1454,77
834;12.08.2022 02:00:00;8,75;-2,23;10,34;12,11;1454,37
835;12.08.2022 03:00:00;8,75;-2,29;10,41;12,19;1454,45
836;12.08.2022 04:00:00;8,62;-2,29;10,40;12,13;1453,90
837;12.08.2022 05:00:00;8,28;-2,34;11,07;12,74;1453,38
838;12.08.2022 06:00:00;7,97;-2,52;12,83;14,48;1454,36
839;12.08.2022 07:00:00;7,63;-2,58;13,76;15,31;1454,15
840;12.08.2022 08:00:00;7,00;-2,64;14,91;16,21;1453,08
841;12.08.2022 09:00:00;6,97;-2,58;15,64;16,93;1453,86
842;12.08.2022 10:00:00;7,11;-2,52;15,86;17,21;1454,71
843;12.08.2022 11:00:00;7,42;-2,46;16,02;17,51;1456,17
844;12.08.2022 12:00:00;7,76;-2,34;15,99;17,64;1457,52
845;12.08.2022 13:00:00;7,94;-2,29;16,14;17,87;1458,40
846;12.08.2022 14:00:00;8,24;-2,17;16,26;18,14;1459,77
847;12.08.2022 15:00:00;8,58;-2,17;16,30;18,34;1461,15
848;12.08.2022 16:00:00;8,11;-2,23;16,40;18,22;1459,41
849;12.08.2022 17:00:00;10,45;-2,11;13,94;16,66;1465,40
850;12.08.2022 18:00:00;10,71;-2,23;12,00;14,61;1463,99
851;12.08.2022 19:00:00;10,84;-2,17;11,85;14,49;1464,31
852;12.08.2022 20:00:00;10,97;-2,17;11,85;14,53;1464,79
853;12.08.2022 21:00:00;10,77;-2,17;12,17;14,82;1464,45
854;12.08.2022 22:00:00;10,58;-2,17;12,10;14,68;1463,63
855;12.08.2022 23:00:00;10,48;-2,11;11,76;14,26;1462,84
856;13.08.2022 00:00:00;10,41;-2,05;11,63;14,09;1462,43
857;13.08.2022 01:00:00;10,25;-2,05;11,62;14,02;1461,79
858;13.08.2022 02:00:00;10,22;-2,05;11,74;14,14;1461,81
859;13.08.2022 03:00:00;10,12;-2,05;11,50;13,84;1461,14
860;13.08.2022 04:00:00;10,08;-2,11;11,22;13,52;1460,67
861;13.08.2022 05:00:00;10,08;-2,17;11,06;13,33;1460,46
862;13.08.2022 06:00:00;9,92;-2,11;10,98;13,19;1459,73
863;13.08.2022 07:00:00;9,85;-2,23;10,98;13,17;1459,47
864;13.08.2022 08:00:00;9,72;-2,29;11,17;13,34;1459,20
865;13.08.2022 09:00:00;9,69;-2,29;10,88;13,00;1458,71
866;13.08.2022 10:00:00;9,72;-2,29;10,68;12,79;1458,59
867;13.08.2022 11:00:00;9,79;-2,23;9,96;12,02;1457,96
868;13.08.2022 12:00:00;9,82;-2,17;9,46;11,47;1457,47
869;13.08.2022 13:00:00;9,85;-2,05;9,16;11,14;1457,23
870;13.08.2022 14:00:00;9,89;-2,05;8,98;10,94;1457,13
871;13.08.2022 15:00:00;9,89;-2,05;8,90;10,85;1457,03
872;13.08.2022 16:00:00;9,92;-2,05;8,81;10,76;1457,05
873;13.08.2022 17:00:00;9,92;-2,11;8,75;10,69;1456,97
874;13.08.2022 18:00:00;9,89;-2,11;8,60;10,51;1456,66
875;13.08.2022 19:00:00;9,85;-2,17;8,09;9,93;1455,90
876;13.08.2022 20:00:00;9,75;-2,29;7,09;8,76;1454,27
877;13.08.2022 21:00:00;9,55;-2,23;2,85;3,71;1448,22
878;13.08.2022 22:00:00;9,42;-2,29;0,00;0,00;1444,15
879;13.08.2022 23:00:00;9,29;-2,29;0,00;0,00;1443,62
880;14.08.2022 00:00:00;9,19;-2,23;0,00;0,00;1443,21
881;14.08.2022 01:00:00;9,05;-2,23;0,00;0,00;1442,67
882;14.08.2022 02:00:00;8,99;-2,23;8,00;9,60;1452,37
883;14.08.2022 03:00:00;8,75;-2,29;3,63;4,56;1445,97
884;14.08.2022 04:00:00;8,58;-2,23;3,58;4,49;1445,23
885;14.08.2022 05:00:00;8,41;-2,34;3,60;4,49;1444,56
886;14.08.2022 06:00:00;8,28;-2,40;3,24;4,06;1443,56
887;14.08.2022 07:00:00;8,07;-2,52;1,39;1,81;1440,39
888;14.08.2022 08:00:00;7,56;-2,58;5,64;6,68;1443,62
889;14.08.2022 09:00:00;7,52;-2,58;5,88;6,94;1443,79
890;14.08.2022 10:00:00;7,83;-2,58;3,22;3,98;1441,70
891;14.08.2022 11:00:00;7,90;-2,58;5,00;6,03;1444,23
892;14.08.2022 12:00:00;7,63;-2,52;0,44;0,60;1437,35
893;14.08.2022 13:00:00;7,83;-2,40;4,84;5,83;1443,74
894;14.08.2022 14:00:00;7,59;-2,40;8,88;10,20;1447,85
895;14.08.2022 15:00:00;7,42;-2,46;9,76;11,08;1448,26
896;14.08.2022 16:00:00;7,21;-2,46;10,06;11,34;1447,79
897;14.08.2022 17:00:00;7,14;-2,46;10,18;11,44;1447,65
898;14.08.2022 18:00:00;7,00;-2,52;10,08;11,29;1446,95
899;14.08.2022 19:00:00;6,90;-2,64;9,91;11,09;1446,30
900;14.08.2022 20:00:00;6,72;-2,75;9,52;10,64;1445,08
901;14.08.2022 21:00:00;6,62;-2,64;8,59;9,64;1443,46
902;14.08.2022 22:00:00;6,55;-2,64;8,42;9,44;1442,94
903;14.08.2022 23:00:00;6,23;-2,58;6,83;7,71;1439,58
904;15.08.2022 00:00:00;6,05;-2,64;7,30;8,16;1439,43
905;15.08.2022 01:00:00;6,65;-2,52;11,39;12,53;1447,16
906;15.08.2022 02:00:00;6,55;-2,52;12,14;13,25;1447,67
907;15.08.2022 03:00:00;6,44;-2,52;12,77;13,84;1448,04
908;15.08.2022 04:00:00;6,37;-2,52;13,83;14,87;1449,10
909;15.08.2022 05:00:00;6,23;-2,52;14,02;15,00;1448,75
910;15.08.2022 06:00:00;6,13;-2,69;13,67;14,62;1447,87
911;15.08.2022 07:00:00;5,98;-2,75;13,06;13,96;1446,48
912;15.08.2022 08:00:00;5,77;-2,81;12,74;13,57;1445,18
913;15.08.2022 09:00:00;5,59;-2,81;12,16;12,93;1443,67
914;15.08.2022 10:00:00;5,66;-2,81;11,91;12,70;1443,65
915;15.08.2022 11:00:00;5,81;-2,87;12,00;12,84;1444,37
916;15.08.2022 12:00:00;6,05;-2,81;12,41;13,34;1445,95
917;15.08.2022 13:00:00;6,23;-2,69;12,16;13,16;1446,38
918;15.08.2022 14:00:00;6,58;-2,64;13,10;14,23;1449,05
919;15.08.2022 15:00:00;6,76;-2,64;12,72;13,91;1449,28
920;15.08.2022 16:00:00;6,86;-2,58;12,53;13,76;1449,49
921;15.08.2022 17:00:00;6,93;-2,58;12,25;13,50;1449,41
922;15.08.2022 18:00:00;6,97;-2,58;12,20;13,46;1449,49
923;15.08.2022 19:00:00;7,04;-2,69;12,14;13,43;1449,70
924;15.08.2022 20:00:00;7,04;-2,75;12,08;13,36;1449,63
925;15.08.2022 21:00:00;6,97;-2,81;12,05;13,30;1449,29
926;15.08.2022 22:00:00;6,86;-2,69;12,03;13,26;1448,85
927;15.08.2022 23:00:00;6,62;-2,69;12,14;13,27;1447,97
928;16.08.2022 00:00:00;6,65;-2,64;12,40;13,55;1448,45
929;16.08.2022 01:00:00;6,48;-2,64;13,06;14,14;1448,55
930;16.08.2022 02:00:00;6,55;-2,52;12,87;13,98;1448,60
931;16.08.2022 03:00:00;6,41;-2,58;12,78;13,85;1447,91
932;16.08.2022 04:00:00;6,30;-2,52;12,27;13,29;1446,81
933;16.08.2022 05:00:00;5,98;-2,52;14,82;15,69;1448,74
934;16.08.2022 06:00:00;5,66;-2,64;15,30;16,01;1448,00
935;16.08.2022 07:00:00;5,48;-2,69;16,56;17,13;1448,86
936;16.08.2022 08:00:00;5,34;-2,75;17,57;18,02;1449,55
937;16.08.2022 09:00:00;5,59;-2,69;16,54;17,17;1449,30
938;16.08.2022 10:00:00;5,73;-2,75;16,54;17,24;1449,89
939;16.08.2022 11:00:00;5,91;-2,75;15,85;16,66;1449,76
940;16.08.2022 12:00:00;6,05;-2,75;15,33;16,21;1449,68
941;16.08.2022 13:00:00;6,27;-2,69;15,00;15,99;1450,15
942;16.08.2022 14:00:00;6,65;-2,58;14,91;16,06;1451,63
943;16.08.2022 15:00:00;7,11;-2,64;14,45;15,80;1452,92
944;16.08.2022 16:00:00;7,25;-2,58;14,39;15,80;1453,41
945;16.08.2022 17:00:00;6,86;-2,58;14,88;16,12;1452,47
946;16.08.2022 18:00:00;6,97;-2,64;15,93;17,21;1454,22
947;16.08.2022 19:00:00;7,18;-2,69;15,07;16,44;1453,98
948;16.08.2022 20:00:00;7,21;-2,69;14,68;16,07;1453,64
949;16.08.2022 21:00:00;7,49;-2,75;14,72;16,23;1454,80
950;16.08.2022 22:00:00;7,39;-2,81;14,95;16,41;1454,67
951;16.08.2022 23:00:00;7,18;-2,69;15,03;16,41;1453,93
952;17.08.2022 00:00:00;7,04;-2,69;15,14;16,45;1453,50
953;17.08.2022 01:00:00;6,83;-2,69;15,54;16,77;1453,16
954;17.08.2022 02:00:00;6,62;-2,58;15,46;16,59;1452,20
955;17.08.2022 03:00:00;6,65;-2,52;14,05;15,20;1450,54
956;17.08.2022 04:00:00;6,58;-2,58;13,75;14,88;1449,88
957;17.08.2022 05:00:00;6,48;-2,52;13,93;15,01;1449,67
958;17.08.2022 06:00:00;6,37;-2,58;13,95;14,99;1449,26
959;17.08.2022 07:00:00;6,30;-2,58;13,77;14,78;1448,73
960;17.08.2022 08:00:00;6,23;-2,69;13,67;14,66;1448,30
961;17.08.2022 09:00:00;6,02;-2,75;12,59;13,51;1446,03
962;17.08.2022 10:00:00;5,91;-2,81;11,34;12,23;1443,98
963;17.08.2022 11:00:00;6,02;-2,87;11,43;12,35;1444,54
964;17.08.2022 12:00:00;6,27;-2,75;12,29;13,30;1446,69
965;17.08.2022 13:00:00;6,51;-2,75;12,51;13,61;1448,00
966;17.08.2022 14:00:00;6,58;-2,64;12,72;13,85;1448,57
967;17.08.2022 15:00:00;6,48;-2,75;12,67;13,76;1448,06
968;17.08.2022 16:00:00;6,51;-2,81;12,25;13,35;1447,67
969;17.08.2022 17:00:00;6,55;-2,64;11,62;12,73;1447,02
970;17.08.2022 18:00:00;6,51;-2,75;11,14;12,22;1446,25
971;17.08.2022 19:00:00;6,44;-2,81;10,72;11,78;1445,43
972;17.08.2022 20:00:00;6,37;-2,81;10,71;11,74;1445,12
973;17.08.2022 21:00:00;6,23;-2,87;10,71;11,70;1444,52
974;17.08.2022 22:00:00;6,05;-2,93;10,75;11,68;1443,83
975;17.08.2022 23:00:00;6,02;-2,93;10,66;11,58;1443,56
976;18.08.2022 00:00:00;5,95;-2,87;10,62;11,52;1443,21
977;18.08.2022 01:00:00;5,63;-2,93;10,58;11,38;1441,79
978;18.08.2022 02:00:00;5,59;-2,87;10,87;11,65;1442,01
979;18.08.2022 03:00:00;5,81;-2,87;11,00;11,85;1443,09
980;18.08.2022 04:00:00;5,73;-2,81;11,02;11,85;1442,82
981;18.08.2022 05:00:00;5,70;-2,81;10,88;11,70;1442,49
982;18.08.2022 06:00:00;5,77;-2,81;11,01;11,85;1442,95
983;18.08.2022 07:00:00;5,77;-2,81;11,09;11,93;1443,06
984;18.08.2022 08:00:00;5,48;-2,87;11,07;11,81;1441,81
985;18.08.2022 09:00:00;5,70;-2,81;11,33;12,15;1443,06
986;18.08.2022 10:00:00;5,73;-2,87;11,46;12,29;1443,39
987;18.08.2022 11:00:00;5,73;-2,93;11,47;12,29;1443,39
988;18.08.2022 12:00:00;5,66;-2,93;10,52;11,33;1441,87
989;18.08.2022 13:00:00;6,13;-2,81;7,14;8,00;1439,51
990;18.08.2022 14:00:00;6,27;-2,87;0,00;0,00;1431,01
991;18.08.2022 15:00:00;6,58;-2,81;0,00;0,00;1432,38
992;18.08.2022 16:00:00;6,58;-2,87;0,00;0,00;1432,38
993;18.08.2022 17:00:00;6,51;-2,87;0,00;0,00;1432,07
994;18.08.2022 18:00:00;6,51;-2,87;0,00;0,00;1432,07
995;18.08.2022 19:00:00;6,44;-2,81;0,00;0,00;1431,77
996;18.08.2022 20:00:00;6,51;-2,87;0,00;0,00;1432,07
997;18.08.2022 21:00:00;6,37;-2,93;0,00;0,00;1431,47
998;18.08.2022 22:00:00;6,23;-2,93;0,00;0,00;1430,86
999;18.08.2022 23:00:00;6,27;-2,87;0,00;0,00;1431,01
1000;19.08.2022 00:00:00;6,09;-2,93;0,00;0,00;1430,25
1001;19.08.2022 01:00:00;6,02;-2,87;0,00;0,00;1429,94
1002;19.08.2022 02:00:00;5,88;-2,81;0,00;0,00;1429,32
1003;19.08.2022 03:00:00;5,77;-2,87;0,00;0,00;1428,86
1004;19.08.2022 04:00:00;5,70;-2,69;2,63;3,11;1431,92
1005;19.08.2022 05:00:00;5,63;-2,75;0,00;0,00;1428,24
1006;19.08.2022 06:00:00;5,63;-2,69;2,33;2,77;1431,22
1007;19.08.2022 07:00:00;5,56;-2,64;7,10;7,84;1437,03
1008;19.08.2022 08:00:00;5,59;-2,64;8,71;9,49;1439,25
1009;19.08.2022 09:00:00;5,66;-2,64;9,85;10,66;1441,02
1010;19.08.2022 10:00:00;5,66;-2,69;9,59;10,40;1440,69
1011;19.08.2022 11:00:00;5,70;-2,75;6,94;7,71;1437,44
1012;19.08.2022 12:00:00;5,84;-2,75;7,09;7,89;1438,24
1013;19.08.2022 13:00:00;6,02;-2,69;7,19;8,04;1439,13
1014;19.08.2022 14:00:00;6,30;-2,64;9,94;10,94;1443,85
1015;19.08.2022 15:00:00;6,65;-2,58;10,25;11,36;1445,71
1016;19.08.2022 16:00:00;6,69;-2,58;10,71;11,84;1446,44
1017;19.08.2022 17:00:00;6,48;-2,64;11,55;12,63;1446,64
1018;19.08.2022 18:00:00;6,41;-2,58;11,93;12,99;1446,82
1019;19.08.2022 19:00:00;6,48;-2,58;12,14;13,23;1447,39
1020;19.08.2022 20:00:00;6,48;-2,64;11,90;12,99;1447,08
1021;19.08.2022 21:00:00;7,00;-2,58;11,14;12,39;1448,30
1022;19.08.2022 22:00:00;7,00;-2,58;10,73;11,97;1447,78
1023;19.08.2022 23:00:00;6,86;-2,58;10,85;12,04;1447,35
1024;20.08.2022 00:00:00;6,69;-2,64;11,64;12,79;1447,62
1025;20.08.2022 01:00:00;6,65;-2,58;11,86;13,00;1447,76
1026;20.08.2022 02:00:00;6,69;-2,58;11,97;13,13;1448,05
1027;20.08.2022 03:00:00;6,30;-2,64;12,17;13,19;1446,69
1028;20.08.2022 04:00:00;5,77;-2,64;13,12;13,94;1445,66
1029;20.08.2022 05:00:00;5,52;-2,58;13,70;14,40;1445,34
1030;20.08.2022 06:00:00;5,48;-2,58;13,76;14,45;1445,28
1031;20.08.2022 07:00:00;5,38;-2,58;13,74;14,39;1444,79
1032;20.08.2022 08:00:00;5,45;-2,58;13,58;14,26;1444,88
1033;20.08.2022 09:00:00;5,34;-2,64;13,58;14,22;1444,43
1034;20.08.2022 10:00:00;5,38;-2,58;13,42;14,08;1444,38
1035;20.08.2022 11:00:00;5,34;-2,64;13,13;13,78;1443,84
1036;20.08.2022 12:00:00;5,38;-2,69;13,06;13,73;1443,91
1037;20.08.2022 13:00:00;5,38;-2,69;13,09;13,76;1443,95
1038;20.08.2022 14:00:00;5,30;-2,64;13,74;14,36;1444,48
1039;20.08.2022 15:00:00;5,41;-2,64;13,97;14,62;1445,23
1040;20.08.2022 16:00:00;5,45;-2,58;13,88;14,55;1445,28
1041;20.08.2022 17:00:00;5,34;-2,64;13,89;14,52;1444,83
1042;20.08.2022 18:00:00;5,16;-2,64;13,52;14,09;1443,59
1043;20.08.2022 19:00:00;4,91;-2,64;14,29;14,73;1443,49
1044;20.08.2022 20:00:00;5,12;-2,75;13,68;14,23;1443,63
1045;20.08.2022 21:00:00;5,30;-2,69;13,05;13,69;1443,59
1046;20.08.2022 22:00:00;5,16;-2,75;13,07;13,66;1443,00
1047;20.08.2022 23:00:00;5,09;-2,81;12,78;13,35;1442,32
1048;21.08.2022 00:00:00;4,72;-2,81;12,22;12,68;1440,02
1049;21.08.2022 01:00:00;4,54;-2,81;12,13;12,53;1439,11
1050;21.08.2022 02:00:00;4,32;-2,81;11,57;11,92;1437,42
1051;21.08.2022 03:00:00;4,39;-2,81;11,95;12,30;1438,23
1052;21.08.2022 04:00:00;4,47;-2,81;12,02;12,40;1438,65
1053;21.08.2022 05:00:00;4,98;-2,75;11,70;12,27;1440,46
1054;21.08.2022 06:00:00;4,80;-2,75;11,72;12,23;1439,70
1055;21.08.2022 07:00:00;4,69;-2,69;11,76;12,22;1439,27
1056;21.08.2022 08:00:00;4,39;-2,69;11,35;11,74;1437,47
1057;21.08.2022 09:00:00;4,25;-2,75;10,97;11,32;1436,33
1058;21.08.2022 10:00:00;4,36;-2,75;10,87;11,26;1436,68
1059;21.08.2022 11:00:00;4,28;-2,75;9,35;9,77;1434,39
1060;21.08.2022 12:00:00;4,43;-2,81;9,27;9,74;1434,93
1061;21.08.2022 13:00:00;4,58;-2,75;9,78;10,28;1436,24
1062;21.08.2022 14:00:00;4,91;-2,81;9,96;10,54;1437,89
1063;21.08.2022 15:00:00;5,27;-2,75;10,34;11,03;1439,95
1064;21.08.2022 16:00:00;5,23;-2,69;10,20;10,88;1439,62
1065;21.08.2022 17:00:00;5,05;-2,81;10,33;10,95;1439,00
1066;21.08.2022 18:00:00;4,98;-2,75;10,67;11,27;1439,13
1067;21.08.2022 19:00:00;5,02;-2,69;10,67;11,28;1439,29
1068;21.08.2022 20:00:00;4,94;-2,75;10,30;10,89;1438,49
1069;21.08.2022 21:00:00;4,83;-2,69;9,89;10,45;1437,49
1070;21.08.2022 22:00:00;4,65;-2,87;9,38;9,90;1436,03
1071;21.08.2022 23:00:00;4,43;-2,87;8,82;9,29;1434,34
1072;22.08.2022 00:00:00;4,21;-2,98;8,04;8,48;1432,36
1073;22.08.2022 01:00:00;4,06;-2,93;7,25;7,67;1430,68
1074;22.08.2022 02:00:00;3,80;-2,93;11,53;11,71;1435,08
1075;22.08.2022 03:00:00;3,88;-2,87;11,17;11,39;1434,94
1076;22.08.2022 04:00:00;3,54;-2,98;11,91;11,98;1434,42
1077;22.08.2022 05:00:00;3,58;-2,98;11,77;11,86;1434,40
1078;22.08.2022 06:00:00;3,50;-2,98;12,09;12,13;1434,48
1079;22.08.2022 07:00:00;3,28;-2,93;12,51;12,44;1434,03
1080;22.08.2022 08:00:00;3,50;-2,93;12,51;12,52;1435,04
1081;22.08.2022 09:00:00;3,62;-3,04;12,18;12,26;1435,11
1082;22.08.2022 10:00:00;3,58;-2,75;11,99;12,06;1434,69
1083;22.08.2022 11:00:00;3,73;-2,93;11,07;11,25;1434,15
1084;22.08.2022 12:00:00;3,73;-3,04;10,91;11,10;1433,95
1085;22.08.2022 13:00:00;3,84;-3,04;11,24;11,45;1434,87
1086;22.08.2022 14:00:00;3,95;-3,04;11,11;11,36;1435,20
1087;22.08.2022 15:00:00;3,80;-2,93;12,38;12,50;1436,18
1088;22.08.2022 16:00:00;4,28;-3,04;9,18;9,61;1434,16
1089;22.08.2022 17:00:00;4,32;-2,93;11,08;11,45;1436,78
1090;22.08.2022 18:00:00;4,36;-3,04;9,57;10,01;1434,99
1091;22.08.2022 19:00:00;4,39;-3,04;10,72;11,13;1436,64
1092;22.08.2022 20:00:00;4,32;-3,04;11,06;11,43;1436,76
1093;22.08.2022 21:00:00;4,28;-3,04;10,77;11,14;1436,22
1094;22.08.2022 22:00:00;4,21;-3,04;10,90;11,24;1436,07
1095;22.08.2022 23:00:00;4,17;-3,10;10,47;10,82;1435,35
1096;23.08.2022 00:00:00;4,06;-3,10;10,74;11,04;1435,20
1097;23.08.2022 01:00:00;3,99;-3,16;0,00;0,00;1420,93
1098;23.08.2022 02:00:00;3,91;-3,16;0,00;0,00;1420,59
1099;23.08.2022 03:00:00;3,84;-3,16;0,00;0,00;1420,25
1100;23.08.2022 04:00:00;3,73;-3,22;0,00;0,00;1419,74
1101;23.08.2022 05:00:00;3,69;-3,22;0,00;0,00;1419,57
1102;23.08.2022 06:00:00;3,69;-3,22;0,00;0,00;1419,57
1103;23.08.2022 07:00:00;3,09;-3,10;0,00;0,00;1416,81
1104;23.08.2022 08:00:00;7,45;-2,81;0,00;0,00;1436,07
1105;23.08.2022 09:00:00;8,72;-2,69;0,00;0,00;1441,30
1106;23.08.2022 10:00:00;8,75;-2,40;0,00;0,00;1441,44
1107;23.08.2022 11:00:00;13,78;-2,17;0,01;0,00;1460,77
1108;23.08.2022 12:00:00;19,11;-2,00;0,01;0,00;1478,92
1109;23.08.2022 13:00:00;24,01;-2,00;0,01;0,00;1493,58
1110;23.08.2022 14:00:00;22,19;-2,00;0,01;0,00;1488,35
1111;23.08.2022 15:00:00;20,30;-2,05;0,01;0,00;1482,65
1112;23.08.2022 16:00:00;19,98;-2,00;0,01;0,00;1481,64
1113;23.08.2022 17:00:00;18,36;-2,05;0,01;0,00;1476,52
1114;23.08.2022 18:00:00;17,13;-2,11;0,01;0,00;1472,45
1115;23.08.2022 19:00:00;18,90;-2,05;0,01;0,00;1478,26
1116;23.08.2022 20:00:00;17,76;-2,11;0,01;0,00;1474,55
1117;23.08.2022 21:00:00;15,82;-2,23;0,01;0,00;1468,00
1118;23.08.2022 22:00:00;14,83;-2,23;0,01;0,00;1464,56
1119;23.08.2022 23:00:00;13,90;-2,23;0,01;0,00;1461,23
1120;24.08.2022 00:00:00;12,80;-2,23;0,01;0,00;1457,19
1121;24.08.2022 01:00:00;11,87;-2,29;0,01;0,00;1453,72
1122;24.08.2022 02:00:00;11,26;-2,29;0,01;0,00;1451,38
1123;24.08.2022 03:00:00;10,94;-2,29;0,01;0,00;1450,13
1124;24.08.2022 04:00:00;10,71;-2,34;0,01;0,00;1449,24
1125;24.08.2022 05:00:00;10,45;-2,34;0,01;0,00;1448,22
1126;24.08.2022 06:00:00;12,29;-2,23;0,01;0,00;1455,29
1127;24.08.2022 07:00:00;14,46;-2,11;0,01;0,00;1463,24
1128;24.08.2022 08:00:00;15,88;-2,05;0,01;0,00;1468,22
1129;24.08.2022 09:00:00;18,72;-2,00;0,01;0,00;1477,68
1130;24.08.2022 10:00:00;18,24;-2,05;0,01;0,00;1476,13
1131;24.08.2022 11:00:00;21,92;-1,94;0,01;0,00;1487,57
1132;24.08.2022 12:00:00;22,45;-2,00;0,01;0,00;1489,13
1133;24.08.2022 13:00:00;21,63;-2,00;0,01;0,00;1486,69
1134;24.08.2022 14:00:00;22,34;-2,05;0,01;0,00;1488,78
